,price
5779,4038
41229,1873
1279,2970
10745,5091
12128,5487
14346,6288
46938,2728
43552,2206
6897,4267
12233,602
4446,3724
30175,918
29306,882
1407,3004
12852,605
8054,4494
10057,4922
39711,1723
177,2777
32529,1020
4182,3663
39386,1690
40766,1822
45841,2541
20041,9856
34158,1113
46002,2563
965,558
3910,3593
2084,3164
28236,844
24942,733
21286,11182
36425,1318
44197,2302
29413,886
7080,4303
36900,1368
22503,660
19839,9653
35172,1198
43304,2166
15736,6851
3025,3377
31035,956
46025,2569
32498,1018
34033,1105
17654,7953
20477,10309
30881,477
19759,9562
17075,7589
42292,2006
23765,698
44832,2381
7873,586
19049,625
46632,2674
1670,3064
26418,779
39121,524
46028,2569
42119,1982
39044,1659
42053,1974
15819,6906
30662,942
18326,8485
14625,6397
12877,5717
8096,4502
15859,6931
29245,376
34585,1147
30304,923
5970,4082
6715,4229
2504,3251
44541,2345
14382,608
33554,1076
10664,596
18846,8828
29282,472
44665,544
45531,2488
60,553
13419,5922
38906,1648
251,2793
20555,10384
3912,3595
20315,10096
37640,1441
31605,982
28833,868
2404,3234
18705,8741
36971,1378
36567,1332
46361,2624
6422,4171
8543,4592
43265,2160
3820,3565
20454,10284
19711,9525
31238,964
13378,5902
6368,579
667,557
4199,3668
44171,2298
37569,1437
11032,5166
14771,6449
37780,515
25024,447
45665,2510
45208,2433
33642,1080
18942,8902
37209,1403
4423,3716
27743,828
25977,767
3795,3557
26955,802
35388,1220
40899,1838
29008,873
39851,1740
26712,789
23522,689
855,2889
30552,477
35612,504
38477,522
13586,5979
6668,579
39953,1749
6880,4260
35494,1232
7234,4328
11019,5164
4642,3763
14257,6250
355,554
16807,7451
21289,11189
21688,11667
44413,2327
44429,2329
24775,728
1789,3091
41443,1896
34201,1114
43246,2156
4202,3669
23051,675
42415,2029
37085,1393
27598,825
17646,7946
34295,1122
8124,4509
11623,5317
43841,2254
27729,827
39361,1689
19624,9471
3962,3605
19994,9799
13037,5775
39872,1743
9714,4849
15426,6709
27728,827
41719,1929
26578,788
38451,1608
7148,4315
13054,5780
13090,5799
28196,844
27925,833
39658,1720
7325,4348
9202,4724
39647,1718
7549,4398
23756,698
17726,8006
16267,7137
45388,2459
21736,631
21973,642
16459,7250
73,554
21480,631
17407,7788
16254,613
30099,914
18248,8408
4992,3852
40311,1786
4807,3805
12773,5690
39727,526
20406,10219
33109,489
40849,1833
32190,1008
35488,1232
26840,794
21296,11194
12069,5458
44822,2378
25095,737
35773,1248
7014,4284
28792,866
35340,1214
45454,2475
45782,2529
38097,1576
37836,394
5755,576
24954,734
1147,2949
17718,8000
45112,2415
2548,3264
40307,1785
8908,4672
11300,5232
32396,1016
25349,449
35440,1227
36344,1308
11344,5242
40648,1815
40747,1819
20307,10090
21687,11666
10135,4946
10606,5056
42797,2087
11044,5168
24854,730
4647,3763
27272,810
38902,1648
12067,5457
5415,3961
7206,4325
9704,4845
3407,3455
45879,552
9419,4778
13410,5918
41188,1866
13809,6068
27487,816
2847,3330
20255,10080
19515,9348
23114,678
1315,2978
5492,3975
3496,3478
42953,2107
20438,10267
46850,2714
20547,10368
39086,1662
4971,3846
30206,919
28150,842
584,2843
40788,1823
15266,6659
34610,1151
8762,4647
32921,1044
43849,2256
17296,7715
3538,3489
31282,966
41129,1857
23379,684
5981,4084
41046,1846
30808,945
13173,5817
5608,4001
2362,3222
37852,1546
13582,5976
18674,8721
25297,743
5736,4034
14028,6159
13473,5930
14246,6246
1505,3024
30586,936
33736,491
43345,2172
42873,2095
3812,3563
19338,9233
36583,1333
32483,487
29910,473
24881,732
34708,1154
41472,1902
10285,4986
19218,9111
30003,911
33399,1069
23676,696
3978,571
26722,789
40248,1779
43800,2246
15039,6557
593,2844
22310,652
30238,475
19307,9205
39600,1713
13552,5964
16133,7079
14790,6456
37563,1437
42884,2096
41748,1935
13241,5846
7120,4310
30402,928
18790,8782
15194,6619
3306,3437
33924,1097
11233,5224
2997,3370
3742,3539
29089,876
12204,419
32243,1011
32437,1018
21738,631
34976,500
26534,787
31041,956
18697,8736
43766,2239
46966,2733
22405,432
30972,953
25291,743
2110,3170
28720,863
1324,2981
17437,7811
44915,2393
33850,1092
38430,1607
1319,2980
140,2770
32458,384
38893,1646
17831,8062
1413,3005
29652,898
18298,8454
33800,1087
6428,4173
28716,863
27229,809
42336,2013
27269,810
11597,599
45481,2479
8341,4558
37248,1408
26607,789
13044,5778
19942,9770
38231,1584
41406,1890
27971,833
23459,687
5134,3888
46616,2671
26857,795
4526,3742
9163,4716
27855,829
4813,3806
36230,505
38860,1641
28958,872
37047,1389
25151,739
32716,1033
41826,1946
14546,6353
10531,5040
5155,575
2187,3180
37597,1438
32553,1022
19197,9088
36410,1316
46630,2674
29320,882
992,2912
25008,734
14948,6530
11842,5393
19447,9293
20876,630
8424,4578
27126,803
14386,6290
27568,821
8187,589
6466,4183
17298,7717
21113,11014
42565,2048
17185,620
34110,1107
9005,4693
44271,2313
32732,1034
4032,3618
12738,5671
7446,4374
40511,1806
11824,5387
42253,537
34331,1125
27485,816
19239,9129
16533,7290
23608,694
22385,658
37157,506
7897,4462
22577,663
3919,3595
25862,765
25536,755
5784,4038
23030,675
27529,818
20295,10084
31580,982
4956,3841
10486,5028
4186,3665
38658,1625
25622,756
33776,1087
11828,5390
42745,2077
16295,7152
22110,645
2391,3231
10356,596
13250,5852
2127,3173
10258,4977
16739,7412
33146,1053
636,2853
38858,1640
12211,419
6559,4200
36498,1326
37247,1408
13035,5775
36634,1340
10503,5032
40457,1798
10282,4986
24832,730
16959,7526
21647,11610
10520,5037
46802,552
20538,10357
4102,3638
35987,1266
21521,11435
36340,1307
22154,646
43626,2218
18885,8858
20661,10483
6274,4144
5341,3941
5809,4044
22017,645
15176,6617
10921,5147
30618,936
4200,3668
4821,3810
19851,9667
25801,764
36449,1321
1530,3033
11401,5259
26980,457
3726,3536
16669,7366
25041,448
11245,5226
22593,665
36235,505
41966,1960
43661,2227
8442,4580
10245,4973
18639,8690
45357,2453
45980,2559
17491,621
13986,6137
44833,2381
36621,1338
16687,7372
41083,1848
31208,480
24039,706
33076,1052
37396,1426
6119,4113
27077,802
29384,886
41499,1908
26805,792
7235,4328
17218,7662
29164,878
6430,4173
47067,2753
42535,537
21781,11797
19733,9541
24988,734
9049,4704
38179,1580
1212,2961
41969,1961
28796,866
22715,358
21443,422
38022,1569
15310,421
34265,1119
36783,1358
28043,838
10669,596
11041,5167
32141,486
8994,4691
11260,5229
34105,1107
44621,2355
17494,621
18259,8416
6787,4241
7832,4455
43122,2139
13740,6048
14210,6224
7299,4338
8652,4620
36366,1312
830,2879
24145,707
39862,1743
9901,4885
26916,799
11365,5250
25846,765
23221,681
46731,2694
12940,5744
24422,716
30129,917
27758,828
15229,6639
17815,8051
42430,2030
42863,2093
26844,795
42764,2081
22617,665
34698,1154
17343,7741
3495,3478
2490,3249
39454,1694
42666,2064
18322,8479
2214,3189
39161,1665
3558,3495
3774,3550
8116,4507
4618,3758
40912,1838
44431,2329
19355,625
10353,596
33270,1061
23742,438
16221,7127
5013,3856
22853,669
27393,814
38038,1569
8367,4560
4531,3744
37739,509
45561,2494
39243,1675
38380,1605
16691,7378
16147,7088
11390,5257
28529,854
17581,7891
46981,2736
38069,1573
38730,1631
44280,2313
19283,9176
7101,4307
44859,2385
6532,4195
10327,596
2848,3332
10068,4925
38614,1624
13102,5804
18075,8275
7836,4455
7483,4382
5704,4028
2495,3250
40933,1841
30412,928
11173,5207
40027,1754
24684,725
42963,2107
45915,2550
9784,4858
7803,4452
47021,2744
11208,5219
12088,5466
6833,4252
15224,6635
9931,4898
6680,579
26962,802
36460,1323
1331,2984
45916,2550
11953,5421
18137,8299
41771,1939
46522,2654
25434,749
30604,936
12912,5728
8189,589
1805,3096
13064,5783
3751,3543
8616,4616
33598,1079
14486,6333
32630,1028
10043,596
41266,1877
21755,633
27688,827
2958,3360
13417,5920
39315,1684
917,2902
44422,2328
6202,4129
24336,711
9309,4751
172,2777
45869,550
24980,734
37718,1450
15701,6830
2876,3340
31931,995
36445,1320
41304,1882
32633,1028
20269,628
11039,5167
21170,631
29459,891
18039,8244
35219,1205
5406,3959
25146,739
35712,1243
37956,1559
2578,3270
25978,767
21271,11167
44865,2386
41521,1910
19698,9513
13770,605
38470,522
18671,8718
9175,4718
40867,1835
30125,916
4803,3804
308,2803
23901,702
33187,1056
30771,945
16600,7316
25210,742
31438,973
17562,7875
7104,4307
21287,11184
9129,591
3686,571
13416,5920
795,2872
16630,7340
17465,7823
35519,1235
27614,461
27418,814
42163,1989
39330,1687
29093,877
18572,8637
14092,6171
33692,1080
45778,2528
11355,5247
22754,432
35622,504
21173,631
17340,7741
9937,4899
8252,4536
13984,6135
26608,789
24186,709
39581,1711
25069,736
10588,5053
16167,7096
19550,9391
43873,2260
2241,3193
15692,6823
31102,957
945,2907
20277,628
34528,1140
21278,11176
6638,4214
16680,7370
9128,591
23631,694
33485,1073
18836,8820
6322,4157
42736,2075
6262,4140
13476,5932
39712,1723
8110,4504
15242,6648
25956,766
17913,8124
22736,367
23837,699
25674,449
35400,1221
16127,7079
18635,8688
15888,6951
22747,432
12342,5543
16854,616
25404,747
28655,862
13536,5952
33341,1064
17508,622
35568,1238
11183,5210
10539,5042
40066,526
31471,975
7601,4404
45662,2510
29453,890
24924,732
45917,2550
34498,1135
10369,5000
32541,1021
12281,5521
29531,894
15962,6969
20199,10020
24111,707
5510,3978
46570,2661
31550,979
16129,7079
28959,872
35597,391
37009,1385
2160,561
46318,2616
7071,4299
28855,868
17838,8064
16885,7479
27886,829
4236,3672
17549,7862
36784,1358
39864,1743
13535,5951
13209,5832
41526,1911
44897,2388
28795,866
28598,467
37875,1547
29945,907
11171,5206
10115,4939
32041,1002
14475,6328
38475,522
36328,1305
33236,1060
23670,696
31169,961
41030,1845
4515,3740
40072,1757
37027,1388
1200,2960
24703,447
11519,5292
19472,9317
12198,419
30622,938
21409,11368
5214,3901
3059,408
11587,599
5138,3888
13573,5975
27737,828
18891,8863
34127,1110
36415,1316
22935,673
9920,4892
13422,5922
2116,3171
33260,1061
435,2821
34507,1138
4708,3780
36544,505
37823,393
36589,1333
15479,6736
38616,1624
25610,756
4449,3724
18745,625
42742,2076
14966,6533
18980,8928
25583,756
10489,5028
12356,5545
31297,967
10075,4928
10897,5140
12138,5490
8408,4571
22156,646
11291,598
26795,791
31056,956
15866,6933
13698,6033
24217,709
9427,593
46230,2598
4879,574
45280,547
13237,5844
16501,7275
4507,3737
42489,2041
3011,3374
24723,725
34467,1132
16144,7086
37572,1438
18971,8922
11404,5259
13553,5964
24156,707
44320,2318
29655,898
42761,2080
28520,854
39677,1721
40263,1781
14667,608
4630,3760
21530,11442
7447,4374
12375,5550
32747,1035
14870,6492
28364,850
31762,988
14350,6289
38128,1577
36584,1333
32121,1007
14224,6236
2555,3265
25124,738
18400,421
46647,2677
751,2866
38803,523
23944,702
28741,863
14676,608
10259,4977
25999,368
25083,737
35567,1238
25278,743
23847,700
27137,803
19117,9016
4078,3629
19979,627
28524,854
12133,5488
23251,682
31644,983
23873,701
44204,2304
16757,7418
33499,1073
33983,1103
39474,1697
29511,892
3715,3534
44809,2376
24776,729
42018,1966
30461,931
38861,1641
31038,956
2352,3219
32877,1041
25060,736
17852,8075
3509,3478
5972,4082
9553,4805
46744,2696
45048,2401
9965,4909
34489,1134
13696,6032
42711,2070
4600,3752
30427,928
851,2889
21694,11688
11638,5322
7338,4353
9135,592
43629,2218
28218,844
21239,11138
15779,6875
44329,2319
32232,1010
19680,626
17799,622
46805,552
41096,1851
19490,9335
6764,4239
31858,990
36896,1368
39669,1720
4959,3841
13032,5775
108,2762
23582,692
10363,5000
7277,583
10021,4920
24614,722
34536,1140
36920,1370
4683,3774
27919,832
28429,853
21102,11003
30173,918
42998,2113
42332,2012
30054,912
19623,9471
5699,4026
7913,4466
39328,1687
6260,4140
7286,583
37506,1433
45122,2416
31372,971
7598,4403
38184,1580
25561,755
6326,4158
24790,729
8055,4494
3224,3415
2552,3265
5780,4038
25254,743
1291,2973
3615,3512
38495,1609
11342,5242
17637,7938
35830,1255
11909,601
21364,11272
46339,2618
46605,2670
17202,7652
38911,1649
10714,5083
22657,666
22423,658
30852,946
6090,579
44866,2386
32239,1011
37128,1399
23402,435
27381,814
13375,5902
35365,1218
8419,4575
36422,1318
19638,9479
8700,4633
32769,1038
13452,605
39738,526
12287,5523
14573,6368
32421,1017
15985,6982
28241,844
12597,5622
24386,446
4556,3749
11186,5211
4472,3731
32969,1046
12464,5586
43256,2159
27084,802
675,557
31510,482
27448,815
31604,982
17762,8033
19253,9139
1645,3057
38450,1608
21427,422
40890,1838
45298,2443
22692,666
33451,1069
30361,925
34096,1107
21432,422
36463,1323
16888,7479
1427,3007
18050,8256
36591,1333
39667,1720
22030,645
24225,709
36213,1294
5494,3975
8191,589
41482,1904
15976,6976
22411,432
9367,4764
41810,1944
932,2905
30844,945
7631,4412
25118,737
8072,4497
3250,3421
24632,723
3900,3590
37444,1431
1157,2951
41626,532
12823,5704
779,2870
25958,766
41226,1872
20040,9856
31312,968
2210,3187
31714,984
42594,2053
6936,4274
8435,4579
39359,1689
1688,3068
7802,4452
21525,11435
11697,5346
26410,778
2250,3195
19558,9404
7326,4348
9244,4739
24576,720
2429,3242
4436,3720
30139,917
44886,2387
4861,574
42351,2016
29065,876
26647,789
5553,3990
170,2776
1757,3084
14446,6316
20630,10447
41650,533
39710,1723
26542,787
20974,10832
45073,2407
9412,4774
19154,9050
45852,2544
33667,1080
36519,1330
10349,596
6047,408
23259,683
4021,3615
5622,4004
16527,7287
45728,2517
38242,1586
17993,8205
35423,1225
28677,863
46335,2618
11380,5254
44507,2338
7202,4324
43449,541
33407,1069
4594,3751
16491,7272
5514,3980
21725,11743
24163,708
15002,608
16643,7350
3342,3447
22266,650
15323,609
18456,625
9441,593
16002,6996
45865,2548
8188,589
6801,4242
26208,775
31059,956
23854,700
1678,3066
7730,4434
22366,657
45126,2418
30798,945
38899,1647
27013,802
32416,1017
18285,8442
44408,2326
31664,984
40669,528
34734,1155
37203,1402
14604,6387
8871,4666
18073,8271
34431,1129
30884,477
18802,8794
28898,872
1624,3052
7407,4368
6416,4170
36970,1378
25567,755
1403,3003
31691,984
41135,1857
28143,842
39993,1753
7820,4455
29543,895
25881,765
43232,2154
42059,1974
24978,734
20736,10580
5632,4008
19530,9370
31276,965
31295,967
39940,1748
10495,5029
16873,619
27563,821
41271,1877
18048,8254
43625,2218
12938,5743
11303,5233
38216,1582
17254,7682
30593,936
23060,675
17602,7909
29698,900
11456,5278
826,2879
3711,3533
43309,2167
11889,600
23341,684
16154,7091
40363,526
25607,756
36086,1279
22189,648
14551,6354
29794,904
40629,1815
6649,4218
10186,4959
9174,4718
18625,8680
43757,544
22578,663
5290,3923
11972,5428
38156,521
17690,7979
31955,998
46791,552
27516,817
906,2898
3560,3496
5857,4060
44882,2386
38048,1571
30433,928
18090,622
29220,880
29066,876
47085,2757
16026,7007
38673,1627
7075,4301
45901,2548
37841,394
22342,655
41361,1883
12739,5671
46975,2735
2240,3193
6803,4243
23928,702
39288,1680
16410,7222
37184,1401
25236,743
401,2816
37547,1436
16730,7408
35395,1221
7122,4311
1536,3035
1095,2939
16662,7362
35673,1240
29136,878
4328,3692
39515,1699
13,345
7330,4350
46508,2650
975,558
41013,530
38625,1624
1015,2918
22329,653
41980,1963
7103,4307
30562,477
9726,593
39950,1749
28017,837
33092,1053
9810,4864
38621,1624
1700,3073
23984,705
28165,844
35683,1240
4837,3812
11273,597
32166,1007
14826,6470
23580,692
36363,1311
36314,1303
10926,5147
22410,432
24409,716
6235,4136
38910,1649
18041,8245
33654,1080
45441,2473
6934,4274
21783,11804
25672,449
21399,11352
36472,1323
34612,1151
36555,505
29291,880
20372,10165
32233,1010
1136,2947
7638,4413
22202,648
31633,983
40137,1764
15044,6558
5264,3918
12778,5694
30491,932
45487,2480
28106,842
9844,4872
20902,10739
25636,756
20878,630
22422,658
29912,473
44630,2357
21198,11089
28436,853
44908,2391
37507,1433
1968,3133
33297,1062
36479,1323
29998,911
42454,2036
23642,694
23511,687
21157,630
44358,2322
37210,1403
24696,447
35929,505
9221,4731
38138,1579
37325,1415
47003,2741
25168,740
23223,681
14319,6277
40728,1819
4269,571
25914,765
42960,2107
45796,2531
37842,394
30047,912
26811,792
35277,501
4954,3841
36600,1334
23300,684
44703,2362
3337,3446
151,2772
20993,10866
20627,10445
24368,444
6882,4260
2603,3276
26053,768
42165,1990
10168,4956
20361,10151
10852,5125
17456,7820
18390,8543
6729,4234
5525,3984
38708,1629
20968,10823
23167,680
37722,1451
17871,8093
38553,1617
40456,1798
12388,5554
16308,7159
8426,4578
19629,9474
46428,2641
3439,3462
40758,1821
37499,1433
8517,4588
781,2870
400,2816
40863,1835
8465,4586
28281,465
41,403
29946,907
14116,6180
16899,7485
9368,4764
13325,5882
32394,1016
27105,803
22565,663
30386,926
18831,8818
31698,984
27979,833
10980,597
14935,6525
37297,1413
12698,5656
39220,1670
2469,565
23088,434
9575,4811
46061,2573
34092,1107
45003,2398
19654,9498
42779,2083
38680,1628
26563,788
22597,665
31284,967
36202,1292
6719,4232
11168,5206
45081,2409
24658,723
12232,602
36881,1367
9814,4864
43772,2240
183,2777
43163,2141
169,2776
38985,1656
39827,1736
44936,2394
21692,11686
7249,4333
29102,877
12697,5656
31421,972
42397,2026
12975,5759
6550,4198
14248,6248
18970,8922
44779,2373
44166,2297
33821,1088
25330,745
22705,666
17526,7848
30592,936
8120,4508
4864,574
28558,855
25875,765
23859,700
28259,463
30013,911
42261,537
7902,4463
6774,4240
30276,921
24583,720
41900,1956
8870,4666
4390,3710
36044,1272
46133,2587
20827,10692
38527,1613
33129,1053
9453,4780
46762,2699
12272,5518
31836,485
33866,1094
7404,4368
14207,6223
7949,4472
45555,2493
4283,572
37585,1438
40733,1819
3447,3464
38065,1572
3944,3601
29021,874
41922,1957
34373,496
29778,903
14942,6529
29411,886
34338,1125
26643,789
20121,9935
45409,2463
43423,2189
23461,687
32817,1040
6270,4142
43764,2239
38641,1624
34037,491
4051,3622
2205,3185
14152,6196
4425,3717
29640,898
13758,605
13392,5913
37378,1422
8726,4639
42177,1991
9888,4882
44433,2329
37700,1448
26508,784
13060,5783
43611,2215
21952,642
26609,789
4325,3690
34872,1171
45648,2507
33991,1103
33226,1059
11490,5287
2266,3199
10382,5002
26833,794
7353,4355
20444,10276
35877,1260
12645,5643
9789,4859
35113,1192
39064,1662
5576,3993
11866,5405
40579,1813
11715,5353
26371,776
10871,5132
35238,1207
27454,815
15301,421
24829,730
10507,5033
29611,896
15408,6701
9702,4845
29681,899
31834,485
3555,3495
43167,2142
22789,666
18645,8694
30731,942
4494,3734
2716,3304
37234,1406
43106,2137
8653,4621
38753,1634
14914,6511
22801,667
28649,861
16984,7539
46231,2598
2409,3235
16740,7413
22490,658
18119,8287
46578,2663
6825,4249
17865,8088
7524,4392
18319,8476
36195,1292
36148,1286
2463,564
41831,1947
40528,1807
16050,7032
13777,6052
5143,3889
45202,2431
40369,526
22225,648
11578,599
15163,6608
30247,476
9794,4861
4036,3618
35886,1261
25651,758
747,2865
42766,2081
21221,11114
35764,1247
45578,548
6661,579
5191,3895
36443,1320
38574,1619
35328,1213
11997,5436
29493,891
44479,2334
21813,11854
10819,5114
32655,1031
25646,758
32949,1046
27176,805
25372,746
20636,10454
10321,4996
29109,877
29865,906
6451,4179
31411,972
40083,1758
30231,475
7409,4369
25523,754
5745,576
46387,2631
12677,5650
44754,2369
28458,854
11586,599
24222,709
30848,946
22397,431
35899,1262
14786,6453
40200,1774
3235,3418
29519,893
18843,8824
11358,5249
1814,3101
43732,541
7203,4324
15110,6588
42807,2088
14247,6246
22812,667
31731,984
20685,10514
30346,924
33569,1076
24103,707
4305,3685
17228,7666
23669,696
34140,1112
9032,4702
16431,7234
22818,668
44515,2340
10330,596
4048,3620
3065,408
41619,1919
5224,3904
24403,715
28247,844
12998,5763
14041,6165
27808,828
45967,2557
16196,7113
16538,7291
951,558
10518,5037
17527,7848
29300,882
39684,1721
42829,2093
7746,4436
69,554
22528,661
31838,485
28641,859
20486,10314
19378,9240
37877,1547
45498,2482
18728,8759
47087,2757
46044,2572
22205,648
13006,5766
17542,7858
14397,6294
30213,919
15965,6971
22038,645
25562,755
42639,2060
8964,4684
37651,1442
3412,3456
42862,2093
41986,1963
38250,1588
26107,771
20776,10639
4669,3771
36839,505
44566,2348
8855,4663
41332,530
37076,1392
33402,1069
5966,4082
